id,No_voie,Code_type_de_voie,Type_de_voie,Code_voie,Voie,Code_postal,Surface_premier_lot,Surface_reelle_bati,Nombre_lots,Nombre_pieces_principales,Surface_terrain,Code_type_local,code_commune
12899,328,0,RUE,850,JEAN JAURES,59170.0,"45,8",45,1,2,,2,12899
12900,15,0,RUE,40,ARTHUR BACRO,59390.0,"68,9",68,1,4,,2,12900
12901,34,15,BD,4730,DE REIMS,59100.0,"33,55",34,1,1,,2,12901
12902,90,6,GR,2380,GRANDE RUE,59100.0,"105,61",110,2,3,,2,12902
12903,1,0,RUE,83,DU DOCTEUR LAENNEC,59139.0,"67,3",64,1,3,,2,12903
12904,16,0,RUE,4770,RICHARD LENOIR,59100.0,"137,4",124,3,4,,1,12904
12905,35,0,RUE,600,LEON GAMBETTA,59320.0,"32,7",35,1,2,,2,12905
12906,109,15,BD,7280,DE VALMY,59650.0,"79,97",69,1,4,,2,12906
12907,25,24,QUAI,4978,HUDSON,59650.0,"68,33",67,1,3,,2,12907
12908,11,2,ALL,3430,DES COLOMBIERS,59650.0,"85,05",99,1,4,,2,12908
12909,26,1,AV,9677,DES SAULES,59160.0,"86,31",86,1,5,,1,12909
12910,30,0,RUE,5610,VIEIL ABREUVOIR,59100.0,"65,42",70,1,1,,2,12910
12911,7,0,RUE,3200,DE LA CHEVALERIE,59650.0,"47,09",46,1,2,,2,12911
12912,9001,18,RES,A031,ARAGO,59120.0,"22,51",27,1,1,,2,12912
12913,61,0,RUE,5610,VIEIL ABREUVOIR,59100.0,75,78,1,4,,2,12913
12914,1,0,RUE,83,DU DOCTEUR LAENNEC,59139.0,"67,5",64,1,3,,2,12914
12915,36,0,RUE,1300,COLIGNY,59100.0,"44,18",45,1,2,,2,12915
12916,9,0,RUE,1050,MARC SANGNIER,59170.0,"37,72",38,1,2,,2,12916
12917,9003,0,RUE,3360,LOUIS BRAILLE,59100.0,"41,9",45,1,2,,2,12917
12918,10,0,RUE,2000,DE L'ABBE BONPAIN,59491.0,"64,68",65,2,4,,2,12918
12919,90,15,BD,2170,DE FOURMIES,59100.0,"79,95",76,2,3,,2,12919
12920,9,0,RUE,3770,MILN,59100.0,110,98,1,3,,2,12920
12921,9,0,RUE,975,MAL DE LATTRE DE TASSIGNY,59290.0,"77,33",78,1,4,,2,12921
12922,47,0,RUE,5060,JEAN JAURES,59491.0,"51,5",55,1,2,,2,12922
12923,773,1,AV,9430,DE DUNKERQUE LOMME,59160.0,"87,9",80,1,3,,2,12923
12924,307,1,AV,506,GEORGES DUPONT,59120.0,"47,84",48,1,2,,2,12924
12925,45,0,RUE,1340,DU PROFESSEUR LANGEVIN,59170.0,"53,26",54,1,2,,2,12925
12926,12,0,RUE,1400,DU COQ FRANCAIS,59100.0,54,53,1,2,,2,12926
12927,9001,18,RES,A006,GIVERNY BRD DE DOUAI,59100.0,"95,2",98,2,4,,2,12927
12928,36,0,RUE,1300,COLIGNY,59100.0,"53,91",54,1,1,,2,12928
12929,12,0,RUE,1400,DU COQ FRANCAIS,59100.0,"89,87",93,1,4,,2,12929
12930,60,1,AV,2860,JEAN JAURES,59100.0,"51,22",47,1,2,,2,12930
12931,291,0,RUE,185,NESTOR LONGUE EPEE,59235.0,"350,13",352,1,10,,1,12931
12932,6,18,RES,A010,FLANDRE,59170.0,"98,29",98,2,3,,2,12932
12933,9001,18,RES,A054,LA HOUBLONNIERE,59160.0,"81,92",81,1,4,,2,12933
12934,50,5,CHE,3900,DES CRIEURS,59650.0,"88,4",91,1,4,,2,12934
12935,1,18,RES,A010,FLANDRE,59170.0,98,98,2,4,,2,12935
12936,9001,18,RES,A006,GIVERNY BRD DE DOUAI,59100.0,"97,9",96,2,4,,2,12936
12937,15,0,RUE,700,JULES FERRY,59120.0,"49,07",47,1,2,,2,12937
12938,100,1,AV,2800,J BAPTISTE LEBAS,59100.0,"48,67",49,1,2,,2,12938
12939,62,0,RUE,760,JEAN BART,59290.0,"85,61",90,1,4,,2,12939
12940,42,18,RES,A030,CHANTILLY RUE BARB,59100.0,"65,94",66,1,3,,2,12940
12941,40,0,RUE,650,DU MEUNIER,59390.0,"46,03",52,1,2,,2,12941
12942,2,0,RUE,6990,DE LA TOISON D'OR,59650.0,"83,41",87,1,4,,2,12942
12943,9001,18,RES,A033,PIERRE CURIE,59120.0,"21,44",20,1,1,,2,12943
12944,1,0,RUE,503,DU MAL DELATTREDETASSIGNY,59420.0,"105,72",121,1,6,,1,12944
12945,42,0,RUE,1185,JEAN JAURES,59700.0,"29,73",30,1,2,,1,12945
12946,10,0,RUE,320,CAMILLE SAINT SAENS,59700.0,"91,11",87,1,5,,2,12946
12947,94,0,RUE,370,DU DRONCKAERT,59223.0,"65,73",68,1,3,,2,12947
12948,52,12,PL,5580,DE LA VICTOIRE,59200.0,"72,47",75,2,3,,2,12948
12949,33,0,RUE,670,DE DUNKERQUE,59280.0,"71,3",45,1,2,,2,12949
12950,125,0,RUE,10,DE L ABBE BONPAIN,59700.0,"49,36",49,1,2,,2,12950
12951,19,0,RUE,2180,DES TISSERANDS,59700.0,"70,95",72,3,3,,2,12951
12952,222,0,RUE,305,DU BUISSON,59700.0,"69,84",70,1,3,,2,12952
12953,178,0,RUE,1230,JULES DELCENSERIE,59700.0,"76,91",91,1,4,,1,12953
12954,21,0,RUE,370,DES CHAUFFOURS,59280.0,"40,92",50,1,2,,2,12954
12955,165,0,RUE,4910,DE RONCQ,59200.0,"46,73",60,1,2,,2,12955
12956,12,0,RUE,2450,DU GENERAL LECLERC,59200.0,"59,3",40,1,2,,2,12956
12957,60,0,RUE,1420,DE CONSTANTINE,59200.0,"43,2",41,2,2,,2,12957
12958,14,15,BD,930,GEORGES CLEMENCEAU,59700.0,"42,78",42,1,2,,2,12958
12959,11,0,RUE,4433,DES PEIGNEURS,59200.0,"57,72",53,1,2,,2,12959
12960,18,0,RUE,670,DE L EGALITE,59700.0,"42,76",47,1,2,,2,12960
12961,29,0,RUE,2150,SAINT LOUIS,59280.0,"1,76",65,3,3,,1,12961
12962,94,0,RUE,4310,DE PARIS,59200.0,"134,88",115,1,3,,2,12962
12963,307,1,AV,1480,DE LATTRE DE TASSIGNY,59700.0,"59,99",57,2,3,,2,12963
12964,1,0,RUE,254,DES NAVETTES,59840.0,"64,04",64,2,3,,2,12964
12965,53,0,RUE,650,DE LILLE,59250.0,"56,18",56,1,2,,2,12965
12966,24,0,RUE,2970,JEAN FROISSART,59200.0,"59,48",58,2,3,,2,12966
12967,29,0,RUE,540,MIRABEAU,59420.0,"161,2",165,2,5,,2,12967
12968,7,12,PL,1980,DE LA REPUBLIQUE,59280.0,"94,33",95,2,4,,2,12968
12969,5,1,AV,2590,GUSTAVE DRON,59200.0,"238,4",237,2,7,,2,12969
12970,12,2,ALL,183,DE L'ESPIERRE,59420.0,"44,84",43,1,2,,2,12970
12971,309,0,RUE,490,LORTHIOIS,59420.0,"87,25",97,1,4,,1,12971
12972,60,0,RUE,470,DE LILLE,59420.0,"41,09",41,1,2,,2,12972
12973,9001,8,,A008,LES TILLEULS RUE MEUNIER,59700.0,"83,75",83,2,4,,2,12973
12974,99,0,RUE,470,DE LILLE,59420.0,"89,01",82,2,4,,2,12974
12975,3,0,RUE,415,CHRISTOPHE COLOMB,59700.0,"44,64",44,1,2,,2,12975
12976,171,0,RUE,3530,MA CAMPAGNE,59200.0,"94,25",96,2,4,,2,12976
12977,53,0,RUE,1470,MARCEL HENAUX,59700.0,"63,89",64,1,3,,2,12977
12978,4,0,RUE,76,DE LA BOISERIE,59420.0,"54,46",55,1,2,,2,12978
12979,3,0,RUE,670,DE L EGALITE,59700.0,"67,44",72,2,3,,2,12979
12980,,2,ALL,125,DES JACINTHES,59890.0,"65,08",65,1,3,,2,12980
12981,31,0,RUE,1910,DU QUESNE,59700.0,85,85,1,3,,2,12981
12982,81,1,AV,990,GUYNEMER,59700.0,"27,33",28,2,1,,2,12982
12983,309,1,AV,1480,DE LATTRE DE TASSIGNY,59700.0,"58,8",57,2,3,,2,12983
12984,7,0,RUE,350,D HALLUIN,59960.0,"77,94",77,1,4,,2,12984
12985,2,24,QUAI,1371,DE CHERBOURG,59200.0,"93,95",92,1,4,,2,12985
12986,507,1,AV,1980,DE LA REPUBLIQUE,59700.0,"119,47",114,1,6,,2,12986
12987,22,15,BD,780,FAIDHERBE,59280.0,"41,09",41,1,2,,2,12987
12988,102,0,RUE,870,DE BOUVINES,59200.0,"34,78",40,1,2,,2,12988
12989,19,0,RUE,4870,DE ROCHDALE,59200.0,"43,73",45,2,2,,2,12989
12990,1,0,RUE,670,DE L EGALITE,59700.0,117,113,2,5,,2,12990
12991,21,0,RUE,1750,DUGUAY TROUIN,59200.0,"50,48",64,1,3,,2,12991
12992,366,0,RUE,320,DE LA PREVOTE,59840.0,53,56,2,3,,2,12992
12993,40,18,RES,A012,BELLEVUE,59910.0,"43,49",37,1,2,,1,12993
12994,28,5,CHE,400,DU CHATEAU D EAU,59700.0,"69,9",70,1,3,,2,12994
12995,14,0,RUE,3610,DE LA MALCENSE,59200.0,"134,23",76,3,4,,2,12995
12996,17,0,RUE,150,DU GENERAL LECLERC,59840.0,"60,87",60,1,3,,2,12996
12997,91,0,RUE,2000,ROBERT SCHUMANN,59700.0,"87,31",87,1,4,,1,12997
12998,11,12,PL,1140,JULES GUESDE,59280.0,"91,1",91,2,4,,2,12998
12999,1,0,RUE,1805,PHILIPPE NOIRET,59700.0,"63,49",64,1,3,,2,12999
13000,15,0,RUE,150,DU GENERAL LECLERC,59840.0,73,68,1,4,,2,13000
13001,977,1,AV,1980,DE LA REPUBLIQUE,59700.0,"82,9",84,2,3,,2,13001
13002,7,2,ALL,511,DES PIQURIERES,59126.0,"49,45",49,1,2,,2,13002
13003,2,2,ALL,3625,DE LA MARBRERIE,59200.0,"40,15",40,1,2,,2,13003
13004,33,0,RUE,670,DE DUNKERQUE,59280.0,"89,75",90,1,1,,2,13004
13005,3,50,CHEM,414,MONT DE BONDUES,59910.0,"124,33",143,1,5,,1,13005
13006,92,0,RUE,5400,DU TOUQUET,59200.0,"97,74",100,1,2,,2,13006
13007,286,15,BD,930,GEORGES CLEMENCEAU,59700.0,"85,87",83,2,4,,2,13007
13008,32,1,AV,2590,GUSTAVE DRON,59200.0,"87,69",93,2,4,,2,13008
13009,26,0,RUE,1150,JULES LEBLEU,59280.0,"56,24",55,2,3,,2,13009
13010,127,0,RUE,10,DE L ABBE BONPAIN,59700.0,"64,15",63,1,3,,2,13010
13011,85,1,AV,990,GUYNEMER,59700.0,"75,37",73,2,3,,2,13011
13012,811,1,AV,1980,DE LA REPUBLIQUE,59700.0,"69,76",70,1,3,,2,13012
13013,20,0,RUE,730,DU BLANC SEAU,59200.0,"52,3",54,1,2,,2,13013
13014,31,12,PL,1354,LISFRANC CROISE LAROCHE,59700.0,"71,42",72,1,3,,2,13014
13015,328,0,RUE,1330,DU CLINQUET,59200.0,"104,4",121,1,4,,1,13015
13016,14,0,RUE,650,DE LILLE,59250.0,"75,84",74,2,3,,2,13016
13017,3,0,RUE,40,BELLE CROIX,59890.0,"103,94",90,2,3,,1,13017
13018,4,0,RUE,439,COPERNIC,59700.0,"68,82",69,2,3,,2,13018
13019,220,0,RUE,305,DU BUISSON,59700.0,"71,19",71,1,3,,2,13019
13020,7,12,PL,1980,DE LA REPUBLIQUE,59280.0,"49,88",49,2,2,,2,13020
13021,12,0,RUE,2990,JEAN JAURES,59200.0,"59,77",61,2,3,,2,13021
13022,27,0,RUE,4880,ROGER SPEYBROCK,59200.0,"60,96",58,2,3,,2,13022
13023,2,0,RUE,330,CLEMENCEAU,59126.0,"70,14",68,2,3,,2,13023
13024,25,0,RUE,5675,DE WAILLY,59200.0,"91,21",91,2,4,,2,13024
13025,18,0,RUE,950,DU BUS,59200.0,"25,47",25,1,1,,2,13025
13026,3,0,RUE,670,DE L EGALITE,59700.0,"47,73",51,2,2,,2,13026
13027,1,0,RUE,160,DE L EPINETTE,59420.0,"119,68",119,1,4,,2,13027
13028,4,0,RUE,1470,MARCEL HENAUX,59700.0,"60,57",57,1,2,,2,13028
13029,45,0,RUE,3530,MA CAMPAGNE,59200.0,"33,11",35,1,2,,2,13029
13030,37,0,RUE,390,GABRIEL PERI,59250.0,"40,87",43,1,2,,2,13030
13031,4,0,RUE,2720,DU HAUT VINAGE,59200.0,61,66,2,3,,2,13031
13032,4,1,AV,550,DU DOCTEUR CALMETTE,59700.0,"35,58",36,1,1,,2,13032
13033,177,0,RUE,620,DE LILLE,59223.0,"87,36",87,1,4,,1,13033
13034,14,0,RUE,650,DE LILLE,59250.0,"71,94",74,1,3,,2,13034
13035,87,0,RUE,3410,DE LILLE,59200.0,"99,54",100,1,5,,2,13035
13036,41,0,RUE,1575,MONTGOLFIER,59700.0,"75,38",74,1,3,,2,13036
13037,99,0,RUE,470,DE LILLE,59420.0,"65,7",66,2,3,,2,13037
13038,10,0,RUE,870,DE LA GARE,59280.0,43,43,1,3,,2,13038
13039,68,0,RUE,90,BERQUIER,59960.0,"68,97",68,1,3,,2,13039
13040,9,0,RUE,240,DE LOMME,59840.0,"69,3",68,1,2,,2,13040
13041,52,1,AV,3710,DU MARECHAL JOFFRE,59200.0,"61,4",66,1,3,,2,13041
13042,112,0,RUE,670,DE DUNKERQUE,59280.0,"38,54",38,2,1,,2,13042
13043,25,0,RUE,5740,DE L YSER,59200.0,"49,96",40,1,3,,2,13043
13044,130,0,RUE,410,DE LA CHOCOLATERIE,59700.0,"85,74",89,4,5,,1,13044
13045,64,0,RUE,10,DE L ABBE BONPAIN,59700.0,"57,19",58,1,3,,2,13045
13046,4,0,RUE,1810,PHILIPPE DE GIRARD,59280.0,"35,47",35,2,1,,2,13046
13047,4,0,RUE,2720,DU HAUT VINAGE,59200.0,61,66,1,3,,2,13047
13048,49,0,RUE,1340,DE LA CLOCHE,59200.0,"78,71",85,2,4,,2,13048
13049,67,0,RUE,1630,NATIONALE AVE MITTERRAND,59280.0,"116,59",114,1,3,,2,13049
13050,118,0,RUE,2230,DES FRANCS,59200.0,"51,02",52,1,3,,2,13050
13051,14,0,RUE,661,SALVADOR ALLENDE,59760.0,"65,48",67,1,3,,2,13051
13052,25,0,RUE,208,DE LA FILATURE DES FLANDRE,59270.0,63,62,1,3,,2,13052
13053,25,15,BD,10,DE L ABBE LEMIRE,59190.0,"41,53",49,2,2,,2,13053
13054,143,0,RUE,460,DES BLANCS MOUCHONS,59500.0,"35,86",39,2,2,,2,13054
13055,42,12,PL,2740,DU MARCHE AUX POISSONS,59500.0,"31,78",44,1,2,,2,13055
13056,293,24,QUAI,1240,DEVIGNE,59500.0,"75,51",75,2,3,,2,13056
13057,25,12,PL,755,CHARLES DE GAULLE,59500.0,"57,69",60,2,3,,2,13057
13058,41,0,RUE,2831,MARTIN LUTHER KING,59500.0,"64,5",64,1,3,,2,13058
13059,174,0,RUE,390,DU MARECHAL JOFFRE,59552.0,"46,9",46,1,2,,2,13059
13060,188,0,RUE,3790,SAINT JACQUES,59500.0,"22,83",32,1,1,,2,13060
13061,540,0,RUE,3400,DU POLYGONE,59500.0,"18,72",19,1,1,,2,13061
13062,85,12,PL,620,JEAN JAURES,59450.0,"40,65",40,1,2,,2,13062
13063,295,24,QUAI,1240,DEVIGNE,59500.0,"48,8",50,2,2,,2,13063
13064,50,0,RUE,880,DE LA CLOCHE,59500.0,"19,64",22,1,1,,2,13064
13065,15,0,RUE,500,GAMBETTA,59490.0,"30,3",32,1,2,,2,13065
13066,29,12,PL,3667,ROBERT SCHUMAN,59500.0,"61,38",62,2,3,,2,13066
13067,531,15,BD,3620,DE LA REPUBLIQUE,59500.0,"93,11",92,1,4,,2,13067
13068,295,24,QUAI,1240,DEVIGNE,59500.0,"113,94",114,2,4,,2,13068
13069,842,8,,280,RTE NATIONALE,59310.0,"48,3",48,1,3,,1,13069
13070,129,0,RUE,23,ANDRE STEPINSKI,59146.0,80,81,1,4,,1,13070
13071,174,0,RUE,390,DU MARECHAL JOFFRE,59552.0,"46,5",46,1,2,,2,13071
13072,944,15,BD,3620,DE LA REPUBLIQUE,59500.0,"18,6",18,1,1,,2,13072
13073,171,1,AV,1900,GEORGES CLEMENCEAU,59500.0,"109,97",109,3,4,,2,13073
13074,1090,15,BD,2320,JEANNE D ARC,59500.0,"83,77",82,2,4,,2,13074
13075,194,0,RUE,2635,LOUIS BLERIOT,59500.0,"44,94",45,1,2,,2,13075
13076,51,0,RUE,1080,WILSON,59490.0,"50,64",116,2,5,,1,13076
13077,245,0,RUE,2990,MOREL,59500.0,"61,42",63,1,4,,2,13077
13078,944,15,BD,3620,DE LA REPUBLIQUE,59500.0,"18,08",18,1,1,,2,13078
13079,51,18,RES,A053,ALEXIA III,59450.0,"51,5",53,2,2,,2,13079
13080,1,0,RUE,1350,DE MAIRIEUX,59600.0,"28,98",29,1,1,,2,13080
13081,1,8,,A532,IMM LE NICE RUE DE PROVENC,59600.0,"69,41",68,2,4,,2,13081
13082,3,0,RUE,229,DU BOIS DUPONT,59540.0,"56,23",56,3,2,,1,13082
13083,103,0,RUE,2860,SAINT LADRE,59400.0,"63,25",63,2,3,,2,13083
13084,11,0,RUE,2890,ST LAZARE,59400.0,"72,87",74,2,4,,2,13084
13085,125,0,RUE,1220,DE LA REPUBLIQUE,59540.0,"38,85",39,2,2,,2,13085
13086,468,0,RUE,597,HENRI DURRE,59590.0,"153,25",139,1,5,,1,13086
13087,2,12,PL,2490,DU MARCHE AUX HERBES,59300.0,"37,5",37,1,1,,2,13087
13088,9002,18,RES,A891,PLEIN CIEL 2 RTE PRESEAU,59770.0,"42,31",43,2,2,,2,13088
13089,78,1,AV,856,CLEMENCEAU RES HARPIGNIES,59300.0,"90,15",93,2,4,,2,13089
13090,6,0,RUE,3350,DES ROYES,59300.0,"24,2",23,1,1,,2,13090
13091,9001,18,RES,A890,PLEIN CIEL 1 RTE PRESEAU,59770.0,"42,84",43,2,2,,2,13091
13092,25,0,RUE,820,THIERS,59230.0,"55,11",54,1,2,,2,13092
13093,13,1,AV,3590,DU SENATEUR GIRARD,59300.0,"63,84",65,2,3,,2,13093
13094,15,0,RUE,350,FAIDHERBE,59410.0,"51,47",56,1,2,,2,13094
13095,15,0,RUE,350,FAIDHERBE,59410.0,"59,14",63,2,2,,2,13095
13096,13,0,RUE,1947,HENRY DERYCKE LES TERTIALE,59300.0,"27,12",27,1,1,,2,13096
13097,606,0,RUE,779,MARCEL SEMBAT,59590.0,"72,28",70,1,4,,2,13097
13098,74,8,,947,ALLEE DES TILLEULS,59178.0,"80,55",82,1,4,,1,13098
13099,3,0,RUE,1090,DELSAUX,59300.0,"94,56",103,1,4,,2,13099
13100,3,0,RUE,4050,DES VIVIERS,59300.0,"28,81",30,1,1,,2,13100
13101,86,0,RUE,1480,DE FAMARS,59300.0,"73,72",75,2,3,,2,13101
13102,4,0,RUE,1678,DE LA FRATERNITE RES SEVRE,59300.0,"69,79",66,1,3,,2,13102
13103,17,5,CHE,573,DU PRETRE,59125.0,"30,66",31,1,1,,2,13103
13104,125,1,AV,1470,FAIDHERBE,59300.0,"30,07",30,1,2,,2,13104
13105,69,0,RUE,2654,DU MARQUIS RES FLANDRES,59300.0,"48,28",49,1,2,,2,13105
13106,125,1,AV,1470,FAIDHERBE,59300.0,"54,93",55,1,3,,2,13106
13107,8,12,PL,260,D ARMES,59300.0,"82,4",15,1,1,,2,13107
13108,8,0,RUE,2050,DES INCAS,59300.0,"47,01",47,1,2,,2,13108
13109,8,8,,1089,COUR DELSAUX,59300.0,42,38,1,1,,2,13109
13110,54,8,,540,GRAND PLACE,59590.0,"42,75",45,1,2,,2,13110
13111,1,0,RUE,394,F FERRER BAT CHENE,59410.0,"72,4",73,1,3,,2,13111
13112,137,0,RUE,597,HENRI DURRE,59590.0,"32,98",32,1,2,,2,13112
13113,320,15,BD,1900,HARPIGNIES,59300.0,18,18,1,1,,2,13113
13114,5,0,RUE,380,HENRI BARBUSSE,59220.0,"89,31",34,1,1,,2,13114
13115,3,0,RUE,391,F FERRER BAT AULNE,59410.0,"64,64",64,1,3,,2,13115
13116,15,0,RUE,350,FAIDHERBE,59410.0,"43,47",47,2,1,,2,13116
13117,12,0,RUE,885,DU COLLEGE,59300.0,"45,34",48,1,2,,2,13117
13118,21,0,RUE,3980,VIEILLE POISSONNERIE,59300.0,"71,65",73,1,3,,2,13118
13119,9,12,PL,260,D ARMES,59300.0,"31,79",33,1,1,,2,13119
13120,247,0,RUE,2230,DE NOTRE DAME DU THIL,60000.0,"48,35",48,1,2,,2,13120
13121,1,1,AV,840,JACQUES CARTIER,60110.0,"72,91",74,1,4,,2,13121
13122,68,0,RUE,490,MARTYRS RESISTANCE,60110.0,"17,86",30,1,1,,2,13122
13123,5,1,AV,64,DES DEUX VEXINS,60590.0,"84,65",85,1,3,,2,13123
13124,29,0,RUE,920,CORREUS,60000.0,"55,46",56,1,2,,2,13124
13125,18,0,RUE,590,DE LA REPUBLIQUE,60110.0,"29,94",32,1,2,,2,13125
13126,10,0,RUE,45,CARNOT,60540.0,"34,6",42,1,2,,2,13126
13127,7,0,RUE,750,CHAMBIGES,60000.0,"34,35",34,1,2,,2,13127
13128,8,0,RUE,2450,PIERRE GARBET,60000.0,"54,9",55,2,3,,2,13128
13129,16,0,RUE,180,D ALSACE,60000.0,"21,92",32,1,1,,2,13129
13130,39,0,RUE,490,MARTYRS RESISTANCE,60110.0,"18,03",19,1,1,,2,13130
13131,6,0,RUE,125,DE PARIS,60430.0,"131,74",128,2,3,,2,13131
13132,79,18,RES,A095,JEANNE HACHETTE,60000.0,"76,35",73,2,4,,2,13132
13133,75,0,RUE,490,MARTYRS RESISTANCE,60110.0,"21,71",21,2,1,,2,13133
13134,,8,,B028,VALDAMPIERRE,60790.0,"39,6",35,1,2,,2,13134
13135,12,0,RUE,450,DES LONGUES RAYES,60240.0,"84,15",83,1,4,,1,13135
13136,19,0,RUE,100,D AGINCOURT,60000.0,"79,61",82,1,4,,2,13136
13137,5,0,RUE,90,GAMBETTA,60540.0,"70,32",77,1,3,,2,13137
13138,10,1,AV,2670,DE LA REPUBLIQUE,60000.0,"19,21",18,1,1,,2,13138
13139,25,0,RUE,590,DE LA REPUBLIQUE,60110.0,"44,91",64,2,4,,2,13139
13140,14,0,RUE,1479,HENRI GAUDICHET,60000.0,"47,27",46,1,2,,2,13140
13141,61,0,RUE,38,DE MERU,60570.0,"58,99",56,1,3,,2,13141
13142,14,0,RUE,30,DE L ABBE DU BOS,60000.0,"40,55",41,1,2,,2,13142
13143,32,12,PL,1680,JEANNE HACHETTE,60000.0,"40,58",41,1,2,,2,13143
13144,9,1,AV,1635,JEAN MOULIN,60000.0,"40,26",44,2,2,,2,13144
13145,25,0,RUE,1956,LUCIEN LAINE,60000.0,"21,58",21,1,1,,2,13145
13146,18,0,RUE,35,CHARLES BOUDEVILLE,60570.0,"76,15",105,1,1,,1,13146
13147,10,0,RUE,35,CHARLES BOUDEVILLE,60570.0,"64,45",53,1,4,,1,13147
13148,10,1,AV,2670,DE LA REPUBLIQUE,60000.0,"23,23",23,1,1,,2,13148
13149,67,0,RUE,2930,DE SAINT JUST DES MARAIS,60000.0,"47,94",49,1,2,,2,13149
13150,5,0,RUE,2240,NULLY D HECOURT,60000.0,"84,53",82,2,4,,2,13150
13151,87,0,RUE,640,DE CALAIS,60000.0,"41,36",41,1,1,,2,13151
13152,6,0,RUE,2450,PIERRE GARBET,60000.0,55,55,2,3,,2,13152
13153,8,0,RUE,10,ARISTIDE BRIAND,60000.0,"42,6",66,1,3,,2,13153
13154,42,0,RUE,70,DE LA GRANGE DES DIMES,60430.0,"39,28",45,1,2,,2,13154
13155,25,0,RUE,420,LOUIS BLOQUET,60110.0,"66,86",46,5,3,,2,13155
13156,3,0,RUE,100,D AGINCOURT,60000.0,"97,69",84,2,5,,2,13156
13157,5,0,RUE,2240,NULLY D HECOURT,60000.0,"61,26",62,1,3,,2,13157
13158,23,0,RUE,65,DE L EVENTAIL,60730.0,"66,55",67,1,3,,2,13158
13159,2,0,RUE,1710,DU JEU DE TAMIS,60000.0,"8,41",22,1,1,,2,13159
13160,9,1,AV,535,DE BOURGOGNE,60000.0,"61,07",61,2,3,,2,13160
13161,97,18,RES,A095,JEANNE HACHETTE,60000.0,"78,24",78,2,4,,2,13161
13162,97,18,RES,A095,JEANNE HACHETTE,60000.0,"95,5",94,2,5,,2,13162
13163,34,0,RUE,2452,PIERRE JACOBY,60000.0,"65,03",70,1,3,,2,13163
13164,9,0,RUE,25,DE LIANCOURT ST PIERRE,60240.0,"59,08",54,2,3,,2,13164
13165,77,18,RES,A095,JEANNE HACHETTE,60000.0,"75,17",73,2,4,,2,13165
13166,19,1,AV,68,DE LA GARE,60290.0,"28,24",33,1,2,,2,13166
13167,29,0,RUE,420,LOUIS BLOQUET,60110.0,"71,1",52,1,3,,2,13167
13168,1,0,RUE,500,DES MEUNIERS,60600.0,"69,1",69,1,3,,2,13168
13169,2,1,AV,535,DE BOURGOGNE,60000.0,"61,4",62,2,3,,2,13169
13170,1,0,RUE,385,DE BEARN,60000.0,77,76,2,4,,2,13170
13171,16,0,RUE,620,DE BUZANVAL,60000.0,"55,37",45,3,2,,2,13171
13172,73,0,RUE,460,PASTEUR,60140.0,130,110,1,5,,1,13172
13173,5,0,RUE,210,DUGAY DU FAY,60600.0,"10,04",57,6,3,,2,13173
13174,1,1,AV,840,JACQUES CARTIER,60110.0,"65,41",65,1,3,,2,13174
13175,4,12,PL,210,DE LA REPUBLIQUE,60540.0,"40,15",43,1,2,,2,13175
13176,10,51,SQ,1420,GODEFROY HERMANT,60000.0,"30,7",29,2,1,,2,13176
13177,24,0,RUE,40,DE L ABBE FERRY,60140.0,"28,8",34,1,2,,2,13177
13178,59,0,RUE,3370,DU VINGT SEPT JUIN,60000.0,138,147,2,4,,1,13178
13179,10,0,RUE,442,HENRI BREUIL,60600.0,"43,08",43,2,2,,2,13179
13180,4,0,RUE,36,ERNEST RENAN,60600.0,"62,7",69,1,3,,2,13180
13181,29,0,RUE,470,BINET,60000.0,"43,58",41,2,2,,2,13181
13182,39,0,RUE,490,MARTYRS RESISTANCE,60110.0,"59,84",53,1,1,,2,13182
13183,29,0,RUE,1470,HENRI BRISPOT,60000.0,"37,42",36,1,2,,2,13183
13184,97,18,RES,A095,JEANNE HACHETTE,60000.0,"95,64",94,2,5,,2,13184
13185,15,0,RUE,3187,DE TOURAINE,60000.0,"63,16",65,2,3,,2,13185
13186,1,10,IMP,9,ANNA DE NOAILLES,60290.0,"74,91",76,2,4,,2,13186
13187,2,0,RUE,320,JEAN JAURES,60110.0,"16,22",34,3,3,,2,13187
13188,2,0,RUE,2107,MICHEL GORIN,60000.0,"57,38",61,2,3,,2,13188
13189,9,1,AV,535,DE BOURGOGNE,60000.0,"60,46",63,2,3,,2,13189
13190,5,35,PAS,137,DU CLOITRE SAINT LEGER,60250.0,"33,5",50,1,3,,2,13190
13191,84,1,AV,90,JEAN JAURES,60290.0,"31,73",32,1,1,,2,13191
13192,34,1,AV,68,DE LA GARE,60290.0,"67,47",68,1,3,,2,13192
13193,26,0,RUE,75,PIERRE CURIE,60600.0,"45,25",45,2,2,,2,13193
13194,324,0,RUE,195,DE LA REPUBLIQUE,60290.0,"43,84",44,1,2,,2,13194
13195,22,0,RUE,580,DE LA REPUBLIQUE,60600.0,"60,09",69,1,4,,2,13195
13196,24,0,RUE,40,DE L ABBE FERRY,60140.0,"23,1",34,1,2,,2,13196
13197,14,35,PAS,77,DES BOCQUILLONS,60600.0,"94,3",84,1,4,196,1,13197
13198,36,1,AV,330,GAMBETTA,60600.0,"65,3",64,1,3,,1,13198
