id,code_commune,nomcommunecode_departement
9022,193,L'ISLE-D'ABEAU,38
9023,537,LA VERPILLIERE,38
9024,11,ANTHON,38
9025,316,PONT-DE-CHERUY,38
9026,337,RIVES,38
9027,337,RIVES,38
9028,384,SAINT-ETIENNE-DE-SAINT-GEOIRS,38
9029,416,SAINT-MARCELLIN,38
9030,416,SAINT-MARCELLIN,38
9031,400,SAINT-JEAN-DE-MOIRANS,38
9032,517,TULLINS,38
9033,559,VINAY,38
9034,416,SAINT-MARCELLIN,38
9035,517,TULLINS,38
9036,337,RIVES,38
9037,239,MOIRANS,38
9038,384,SAINT-ETIENNE-DE-SAINT-GEOIRS,38
9039,517,TULLINS,38
9040,517,TULLINS,38
9041,384,SAINT-ETIENNE-DE-SAINT-GEOIRS,38
9042,416,SAINT-MARCELLIN,38
9043,337,RIVES,38
9044,517,TULLINS,38
9045,337,RIVES,38
9046,559,VINAY,38
9047,239,MOIRANS,38
9048,30,BEAUCROISSANT,38
9049,30,BEAUCROISSANT,38
9050,387,SAINT-GEOIRS,38
9051,347,ROYBON,38
9052,337,RIVES,38
9053,384,SAINT-ETIENNE-DE-SAINT-GEOIRS,38
9054,416,SAINT-MARCELLIN,38
9055,194,IZEAUX,38
9056,470,LES ROUSSES,39
9057,478,SAINT-CLAUDE,39
9058,198,DOLE,39
9059,97,CHAMPAGNOLE,39
9060,13,ARBOIS,39
9061,526,TAVAUX,39
9062,368,HAUTS DE BIENNE,39
9063,501,SAMPANS,39
9064,300,LONS LE SAUNIER,39
9065,510,SEPTMONCEL LES MOLUNES,39
9066,59,BOIS-D AMONT,39
9067,198,DOLE,39
9068,300,LONS LE SAUNIER,39
9069,300,LONS LE SAUNIER,39
9070,13,ARBOIS,39
9071,198,DOLE,39
9072,198,DOLE,39
9073,198,DOLE,39
9074,478,SAINT-CLAUDE,39
9075,300,LONS LE SAUNIER,39
9076,198,DOLE,39
9077,13,ARBOIS,39
9078,441,PREMANON,39
9079,434,POLIGNY,39
9080,470,LES ROUSSES,39
9081,478,SAINT-CLAUDE,39
9082,300,LONS LE SAUNIER,39
9083,368,HAUTS DE BIENNE,39
9084,411,PERRIGNY,39
9085,362,MONTMOROT,39
9086,392,OFFLANGES,39
9087,286,LAVANS-LES-SAINT-CLAUDE,39
9088,478,SAINT-CLAUDE,39
9089,300,LONS LE SAUNIER,39
9090,411,PERRIGNY,39
9091,470,LES ROUSSES,39
9092,434,POLIGNY,39
9093,500,SALINS LES BAINS,39
9094,470,LES ROUSSES,39
9095,368,HAUTS DE BIENNE,39
9096,333,MOIRANS-EN-MONTAGNE,39
9097,300,LONS LE SAUNIER,39
9098,198,DOLE,39
9099,198,DOLE,39
9100,154,CLAIRVAUX-LES-LACS,39
9101,434,POLIGNY,39
9102,470,LES ROUSSES,39
9103,300,LONS LE SAUNIER,39
9104,411,PERRIGNY,39
9105,97,CHAMPAGNOLE,39
9106,300,LONS LE SAUNIER,39
9107,300,LONS LE SAUNIER,39
9108,198,DOLE,39
9109,47,BELLEFONTAINE,39
9110,300,LONS LE SAUNIER,39
9111,97,CHAMPAGNOLE,39
9112,300,LONS LE SAUNIER,39
9113,198,DOLE,39
9114,453,RAVILLOLES,39
9115,300,LONS LE SAUNIER,39
9116,198,DOLE,39
9117,411,PERRIGNY,39
9118,266,ST-JULIEN-EN-BORN,40
9119,88,DAX,40
9120,284,ST-VINCENT-DE-TYROSSE,40
9121,317,TOSSE,40
9122,281,SAINT-PIERRE-DU-MONT,40
9123,187,MOLIETS-ET-MAA,40
9124,224,PEYREHORADE,40
9125,296,SEIGNOSSE,40
9126,192,MONT-DE-MARSAN,40
9127,281,SAINT-PIERRE-DU-MONT,40
9128,88,DAX,40
9129,312,TARNOS,40
9130,284,ST-VINCENT-DE-TYROSSE,40
9131,304,SOORTS-HOSSEGOR,40
9132,304,SOORTS-HOSSEGOR,40
9133,261,ST-GEOURS-MAREMNE,40
9134,281,SAINT-PIERRE-DU-MONT,40
9135,317,TOSSE,40
9136,287,SANGUINET,40
9137,326,VIELLE-ST-GIRONS,40
9138,328,VIEUX BOUCAU-LES-BAINS,40
9139,157,LIT ET MIXE,40
9140,46,BISCARROSSE,40
9141,279,ST-PAUL-LES-DAX,40
9142,279,ST-PAUL-LES-DAX,40
9143,65,CAPBRETON,40
9144,284,ST-VINCENT-DE-TYROSSE,40
9145,192,MONT-DE-MARSAN,40
9146,328,VIEUX BOUCAU-LES-BAINS,40
9147,133,LABENNE,40
9148,310,SOUSTONS,40
9149,88,DAX,40
9150,209,ONDRES,40
9151,88,DAX,40
9152,312,TARNOS,40
9153,187,MOLIETS-ET-MAA,40
9154,296,SEIGNOSSE,40
9155,312,TARNOS,40
9156,46,BISCARROSSE,40
9157,195,MONTGAILLARD,40
9158,192,MONT-DE-MARSAN,40
9159,296,SEIGNOSSE,40
9160,281,SAINT-PIERRE-DU-MONT,40
9161,281,SAINT-PIERRE-DU-MONT,40
9162,88,DAX,40
9163,46,BISCARROSSE,40
9164,296,SEIGNOSSE,40
9165,312,TARNOS,40
9166,46,BISCARROSSE,40
9167,328,VIEUX BOUCAU-LES-BAINS,40
9168,1,AIRE-SUR-L'ADOUR,40
9169,88,DAX,40
9170,88,DAX,40
9171,88,DAX,40
9172,273,ST-MARTIN-DE-SEIGNANX,40
9173,209,ONDRES,40
9174,88,DAX,40
9175,88,DAX,40
9176,224,PEYREHORADE,40
9177,304,SOORTS-HOSSEGOR,40
9178,310,SOUSTONS,40
9179,279,ST-PAUL-LES-DAX,40
9180,65,CAPBRETON,40
9181,65,CAPBRETON,40
9182,88,DAX,40
9183,328,VIEUX BOUCAU-LES-BAINS,40
9184,266,ST-JULIEN-EN-BORN,40
9185,65,CAPBRETON,40
9186,266,ST-JULIEN-EN-BORN,40
9187,310,SOUSTONS,40
9188,4,ANGRESSE,40
9189,279,ST-PAUL-LES-DAX,40
9190,46,BISCARROSSE,40
9191,296,SEIGNOSSE,40
9192,312,TARNOS,40
9193,88,DAX,40
9194,281,SAINT-PIERRE-DU-MONT,40
9195,88,DAX,40
9196,46,BISCARROSSE,40
9197,209,ONDRES,40
9198,224,PEYREHORADE,40
9199,310,SOUSTONS,40
9200,184,MIMIZAN,40
9201,4,ANGRESSE,40
9202,88,DAX,40
9203,88,DAX,40
9204,284,ST-VINCENT-DE-TYROSSE,40
9205,65,CAPBRETON,40
9206,88,DAX,40
9207,279,ST-PAUL-LES-DAX,40
9208,119,HAGETMAU,40
9209,65,CAPBRETON,40
9210,284,ST-VINCENT-DE-TYROSSE,40
9211,296,SEIGNOSSE,40
9212,304,SOORTS-HOSSEGOR,40
9213,46,BISCARROSSE,40
9214,195,MONTGAILLARD,40
9215,211,ORIST,40
9216,150,LEON,40
9217,310,SOUSTONS,40
9218,279,ST-PAUL-LES-DAX,40
9219,279,ST-PAUL-LES-DAX,40
9220,4,ANGRESSE,40
9221,272,ST-MARTIN-DE-HINX,40
9222,46,BISCARROSSE,40
9223,281,SAINT-PIERRE-DU-MONT,40
9224,192,MONT-DE-MARSAN,40
9225,46,BISCARROSSE,40
9226,46,BISCARROSSE,40
9227,43,BIAS,40
9228,65,CAPBRETON,40
9229,46,BISCARROSSE,40
9230,46,BISCARROSSE,40
9231,296,SEIGNOSSE,40
9232,65,CAPBRETON,40
9233,310,SOUSTONS,40
9234,88,DAX,40
9235,296,SEIGNOSSE,40
9236,187,MOLIETS-ET-MAA,40
9237,88,DAX,40
9238,192,MONT-DE-MARSAN,40
9239,133,LABENNE,40
9240,279,ST-PAUL-LES-DAX,40
9241,304,SOORTS-HOSSEGOR,40
9242,235,POYANNE,40
9243,279,ST-PAUL-LES-DAX,40
9244,184,MIMIZAN,40
9245,133,LABENNE,40
9246,46,BISCARROSSE,40
9247,65,CAPBRETON,40
9248,133,LABENNE,40
9249,46,BISCARROSSE,40
9250,192,MONT-DE-MARSAN,40
9251,46,BISCARROSSE,40
9252,328,VIEUX BOUCAU-LES-BAINS,40
9253,46,BISCARROSSE,40
9254,88,DAX,40
9255,150,LEON,40
9256,310,SOUSTONS,40
9257,287,SANGUINET,40
9258,65,CAPBRETON,40
9259,328,VIEUX BOUCAU-LES-BAINS,40
9260,328,VIEUX BOUCAU-LES-BAINS,40
9261,46,BISCARROSSE,40
9262,65,CAPBRETON,40
9263,43,BIAS,40
9264,283,ST-VINCENT-DE-PAUL,40
9265,46,BISCARROSSE,40
9266,304,SOORTS-HOSSEGOR,40
9267,88,DAX,40
9268,187,MOLIETS-ET-MAA,40
9269,304,SOORTS-HOSSEGOR,40
9270,88,DAX,40
9271,88,DAX,40
9272,65,CAPBRETON,40
9273,46,BISCARROSSE,40
9274,279,ST-PAUL-LES-DAX,40
9275,284,ST-VINCENT-DE-TYROSSE,40
9276,65,CAPBRETON,40
9277,266,ST-JULIEN-EN-BORN,40
9278,157,LIT ET MIXE,40
9279,88,DAX,40
9280,46,BISCARROSSE,40
9281,65,CAPBRETON,40
9282,192,MONT-DE-MARSAN,40
9283,192,MONT-DE-MARSAN,40
9284,65,CAPBRETON,40
9285,65,CAPBRETON,40
9286,88,DAX,40
9287,209,ONDRES,40
9288,310,SOUSTONS,40
9289,88,DAX,40
9290,312,TARNOS,40
9291,65,CAPBRETON,40
9292,192,MONT-DE-MARSAN,40
9293,296,SEIGNOSSE,40
9294,296,SEIGNOSSE,40
9295,317,TOSSE,40
9296,273,ST-MARTIN-DE-SEIGNANX,40
9297,192,MONT-DE-MARSAN,40
9298,187,MOLIETS-ET-MAA,40
9299,65,CAPBRETON,40
9300,46,BISCARROSSE,40
9301,312,TARNOS,40
9302,43,BIAS,40
9303,88,DAX,40
9304,296,SEIGNOSSE,40
9305,88,DAX,40
9306,192,MONT-DE-MARSAN,40
9307,328,VIEUX BOUCAU-LES-BAINS,40
9308,328,VIEUX BOUCAU-LES-BAINS,40
9309,88,DAX,40
9310,279,ST-PAUL-LES-DAX,40
9311,184,MIMIZAN,40
9312,187,MOLIETS-ET-MAA,40
9313,65,CAPBRETON,40
9314,46,BISCARROSSE,40
9315,187,MOLIETS-ET-MAA,40
9316,184,MIMIZAN,40
9317,4,ANGRESSE,40
9318,317,TOSSE,40
9319,88,DAX,40
9320,192,MONT-DE-MARSAN,40
9321,312,TARNOS,40
9322,88,DAX,40
9323,312,TARNOS,40
9324,296,SEIGNOSSE,40
9325,65,CAPBRETON,40
9326,284,ST-VINCENT-DE-TYROSSE,40
9327,279,ST-PAUL-LES-DAX,40
9328,312,TARNOS,40
9329,187,MOLIETS-ET-MAA,40
9330,296,SEIGNOSSE,40
9331,304,SOORTS-HOSSEGOR,40
9332,88,DAX,40
9333,209,ONDRES,40
9334,65,CAPBRETON,40
9335,88,DAX,40
9336,184,MIMIZAN,40
9337,65,CAPBRETON,40
9338,65,CAPBRETON,40
9339,65,CAPBRETON,40
9340,1,AIRE-SUR-L'ADOUR,40
9341,310,SOUSTONS,40
9342,296,SEIGNOSSE,40
9343,65,CAPBRETON,40
9344,88,DAX,40
9345,88,DAX,40
9346,46,BISCARROSSE,40
9347,88,DAX,40
9348,312,TARNOS,40
9349,88,DAX,40
9350,187,MOLIETS-ET-MAA,40
9351,304,SOORTS-HOSSEGOR,40
9352,281,SAINT-PIERRE-DU-MONT,40
9353,284,ST-VINCENT-DE-TYROSSE,40
9354,243,RION-DES-LANDES,40
9355,313,TARTAS,40
9356,88,DAX,40
9357,328,VIEUX BOUCAU-LES-BAINS,40
9358,88,DAX,40
9359,184,MIMIZAN,40
9360,1,AIRE-SUR-L'ADOUR,40
9361,310,SOUSTONS,40
9362,192,MONT-DE-MARSAN,40
9363,187,MOLIETS-ET-MAA,40
9364,65,CAPBRETON,40
9365,88,DAX,40
9366,312,TARNOS,40
9367,19,AUREILHAN,40
9368,46,BISCARROSSE,40
9369,287,SANGUINET,40
9370,65,CAPBRETON,40
9371,296,SEIGNOSSE,40
9372,266,ST-JULIEN-EN-BORN,40
9373,282,SAINT-SEVER,40
9374,209,ONDRES,40
9375,304,SOORTS-HOSSEGOR,40
9376,310,SOUSTONS,40
9377,328,VIEUX BOUCAU-LES-BAINS,40
9378,65,CAPBRETON,40
9379,46,BISCARROSSE,40
9380,310,SOUSTONS,40
9381,279,ST-PAUL-LES-DAX,40
9382,217,PARENTIS EN BORN,40
9383,279,ST-PAUL-LES-DAX,40
9384,296,SEIGNOSSE,40
9385,284,ST-VINCENT-DE-TYROSSE,40
9386,279,ST-PAUL-LES-DAX,40
9387,279,ST-PAUL-LES-DAX,40
9388,88,DAX,40
9389,1,AIRE-SUR-L'ADOUR,40
9390,88,DAX,40
9391,192,MONT-DE-MARSAN,40
9392,296,SEIGNOSSE,40
9393,184,MIMIZAN,40
9394,157,LIT ET MIXE,40
9395,65,CAPBRETON,40
9396,192,MONT-DE-MARSAN,40
9397,46,BISCARROSSE,40
9398,192,MONT-DE-MARSAN,40
9399,312,TARNOS,40
9400,184,MIMIZAN,40
9401,281,SAINT-PIERRE-DU-MONT,40
9402,326,VIELLE-ST-GIRONS,40
9403,88,DAX,40
9404,88,DAX,40
9405,184,MIMIZAN,40
9406,279,ST-PAUL-LES-DAX,40
9407,296,SEIGNOSSE,40
9408,65,CAPBRETON,40
9409,184,MIMIZAN,40
9410,310,SOUSTONS,40
9411,150,LEON,40
9412,192,MONT-DE-MARSAN,40
9413,310,SOUSTONS,40
9414,284,ST-VINCENT-DE-TYROSSE,40
9415,88,DAX,40
9416,296,SEIGNOSSE,40
9417,187,MOLIETS-ET-MAA,40
9418,46,BISCARROSSE,40
9419,46,BISCARROSSE,40
9420,46,BISCARROSSE,40
9421,88,DAX,40
9422,65,CAPBRETON,40
9423,65,CAPBRETON,40
9424,312,TARNOS,40
9425,88,DAX,40
9426,133,LABENNE,40
9427,279,ST-PAUL-LES-DAX,40
9428,283,ST-VINCENT-DE-PAUL,40
9429,36,BENESSE-MAREMNE,40
9430,224,PEYREHORADE,40
9431,65,CAPBRETON,40
9432,281,SAINT-PIERRE-DU-MONT,40
9433,310,SOUSTONS,40
9434,1,AIRE-SUR-L'ADOUR,40
9435,65,CAPBRETON,40
9436,279,ST-PAUL-LES-DAX,40
9437,279,ST-PAUL-LES-DAX,40
9438,187,MOLIETS-ET-MAA,40
9439,46,BISCARROSSE,40
9440,328,VIEUX BOUCAU-LES-BAINS,40
9441,46,BISCARROSSE,40
9442,279,ST-PAUL-LES-DAX,40
9443,310,SOUSTONS,40
9444,187,MOLIETS-ET-MAA,40
9445,88,DAX,40
9446,150,LEON,40
9447,43,BIAS,40
9448,88,DAX,40
9449,192,MONT-DE-MARSAN,40
9450,296,SEIGNOSSE,40
9451,192,MONT-DE-MARSAN,40
9452,313,TARTAS,40
9453,46,BISCARROSSE,40
9454,296,SEIGNOSSE,40
9455,46,BISCARROSSE,40
9456,88,DAX,40
9457,310,SOUSTONS,40
9458,150,LEON,40
9459,88,DAX,40
9460,313,TARTAS,40
9461,281,SAINT-PIERRE-DU-MONT,40
9462,310,SOUSTONS,40
9463,88,DAX,40
9464,304,SOORTS-HOSSEGOR,40
9465,46,BISCARROSSE,40
9466,150,LEON,40
9467,266,ST-JULIEN-EN-BORN,40
9468,1,AIRE-SUR-L'ADOUR,40
9469,279,ST-PAUL-LES-DAX,40
9470,279,ST-PAUL-LES-DAX,40
9471,269,VENDOME,41
9472,269,VENDOME,41
9473,18,BLOIS,41
9474,18,BLOIS,41
9475,18,BLOIS,41
9476,18,BLOIS,41
9477,18,BLOIS,41
9478,18,BLOIS,41
9479,151,MONTRICHARD VAL DE CHER,41
9480,151,MONTRICHARD VAL DE CHER,41
9481,128,MAROLLES,41
9482,269,VENDOME,41
9483,269,VENDOME,41
9484,269,VENDOME,41
9485,194,ROMORANTIN-LANTHENAY,41
9486,269,VENDOME,41
9487,151,MONTRICHARD VAL DE CHER,41
9488,295,VINEUIL,41
9489,269,VENDOME,41
9490,269,VENDOME,41
9491,47,LA CHAUSSEE SAINT VICTOR,41
9492,18,BLOIS,41
9493,18,BLOIS,41
9494,18,BLOIS,41
9495,18,BLOIS,41
9496,18,BLOIS,41
9497,276,VILLEBAROU,41
9498,18,BLOIS,41
9499,18,BLOIS,41
9500,18,BLOIS,41
9501,269,VENDOME,41
9502,269,VENDOME,41
9503,18,BLOIS,41
9504,151,MONTRICHARD VAL DE CHER,41
9505,18,BLOIS,41
9506,295,VINEUIL,41
9507,18,BLOIS,41
9508,18,BLOIS,41
9509,269,VENDOME,41
9510,47,LA CHAUSSEE SAINT VICTOR,41
9511,269,VENDOME,41
9512,18,BLOIS,41
9513,194,ROMORANTIN-LANTHENAY,41
9514,18,BLOIS,41
9515,47,LA CHAUSSEE SAINT VICTOR,41
9516,269,VENDOME,41
9517,18,BLOIS,41
9518,18,BLOIS,41
9519,18,BLOIS,41
9520,18,BLOIS,41
9521,18,BLOIS,41
9522,194,ROMORANTIN-LANTHENAY,41
9523,18,BLOIS,41
9524,18,BLOIS,41
9525,269,VENDOME,41
9526,194,ROMORANTIN-LANTHENAY,41
9527,18,BLOIS,41
9528,18,BLOIS,41
9529,47,LA CHAUSSEE SAINT VICTOR,41
9530,18,BLOIS,41
9531,151,MONTRICHARD VAL DE CHER,41
9532,218,SAINT-ETIENNE,42
9533,218,SAINT-ETIENNE,42
9534,218,SAINT-ETIENNE,42
9535,218,SAINT-ETIENNE,42
9536,218,SAINT-ETIENNE,42
9537,218,SAINT-ETIENNE,42
9538,218,SAINT-ETIENNE,42
9539,218,SAINT-ETIENNE,42
9540,218,SAINT-ETIENNE,42
9541,218,SAINT-ETIENNE,42
9542,218,SAINT-ETIENNE,42
9543,218,SAINT-ETIENNE,42
9544,218,SAINT-ETIENNE,42
9545,218,SAINT-ETIENNE,42
9546,218,SAINT-ETIENNE,42
9547,218,SAINT-ETIENNE,42
9548,218,SAINT-ETIENNE,42
9549,218,SAINT-ETIENNE,42
9550,218,SAINT-ETIENNE,42
9551,237,SAINT-JEAN-BONNEFONDS,42
9552,218,SAINT-ETIENNE,42
9553,305,LA TALAUDIERE,42
9554,218,SAINT-ETIENNE,42
9555,218,SAINT-ETIENNE,42
9556,218,SAINT-ETIENNE,42
9557,218,SAINT-ETIENNE,42
9558,218,SAINT-ETIENNE,42
9559,218,SAINT-ETIENNE,42
9560,218,SAINT-ETIENNE,42
9561,218,SAINT-ETIENNE,42
9562,218,SAINT-ETIENNE,42
9563,218,SAINT-ETIENNE,42
9564,218,SAINT-ETIENNE,42
9565,218,SAINT-ETIENNE,42
9566,218,SAINT-ETIENNE,42
9567,223,SAINT GENEST LERPT,42
9568,218,SAINT-ETIENNE,42
9569,218,SAINT-ETIENNE,42
9570,218,SAINT-ETIENNE,42
9571,218,SAINT-ETIENNE,42
9572,223,SAINT GENEST LERPT,42
9573,223,SAINT GENEST LERPT,42
9574,218,SAINT-ETIENNE,42
9575,218,SAINT-ETIENNE,42
9576,218,SAINT-ETIENNE,42
9577,237,SAINT-JEAN-BONNEFONDS,42
9578,237,SAINT-JEAN-BONNEFONDS,42
9579,218,SAINT-ETIENNE,42
9580,218,SAINT-ETIENNE,42
9581,218,SAINT-ETIENNE,42
9582,218,SAINT-ETIENNE,42
9583,218,SAINT-ETIENNE,42
9584,218,SAINT-ETIENNE,42
9585,218,SAINT-ETIENNE,42
9586,218,SAINT-ETIENNE,42
9587,218,SAINT-ETIENNE,42
9588,218,SAINT-ETIENNE,42
9589,305,LA TALAUDIERE,42
9590,218,SAINT-ETIENNE,42
9591,223,SAINT GENEST LERPT,42
9592,218,SAINT-ETIENNE,42
9593,218,SAINT-ETIENNE,42
9594,218,SAINT-ETIENNE,42
9595,218,SAINT-ETIENNE,42
9596,218,SAINT-ETIENNE,42
9597,218,SAINT-ETIENNE,42
9598,218,SAINT-ETIENNE,42
9599,218,SAINT-ETIENNE,42
9600,218,SAINT-ETIENNE,42
9601,218,SAINT-ETIENNE,42
9602,218,SAINT-ETIENNE,42
9603,237,SAINT-JEAN-BONNEFONDS,42
9604,218,SAINT-ETIENNE,42
9605,218,SAINT-ETIENNE,42
9606,218,SAINT-ETIENNE,42
9607,218,SAINT-ETIENNE,42
9608,218,SAINT-ETIENNE,42
9609,218,SAINT-ETIENNE,42
9610,218,SAINT-ETIENNE,42
9611,218,SAINT-ETIENNE,42
9612,218,SAINT-ETIENNE,42
9613,218,SAINT-ETIENNE,42
9614,218,SAINT-ETIENNE,42
9615,218,SAINT-ETIENNE,42
9616,218,SAINT-ETIENNE,42
9617,218,SAINT-ETIENNE,42
9618,218,SAINT-ETIENNE,42
9619,218,SAINT-ETIENNE,42
9620,218,SAINT-ETIENNE,42
9621,218,SAINT-ETIENNE,42
9622,223,SAINT GENEST LERPT,42
9623,218,SAINT-ETIENNE,42
9624,218,SAINT-ETIENNE,42
9625,218,SAINT-ETIENNE,42
9626,218,SAINT-ETIENNE,42
9627,218,SAINT-ETIENNE,42
9628,218,SAINT-ETIENNE,42
9629,218,SAINT-ETIENNE,42
9630,218,SAINT-ETIENNE,42
9631,218,SAINT-ETIENNE,42
9632,218,SAINT-ETIENNE,42
9633,218,SAINT-ETIENNE,42
9634,218,SAINT-ETIENNE,42
9635,218,SAINT-ETIENNE,42
9636,218,SAINT-ETIENNE,42
9637,218,SAINT-ETIENNE,42
9638,218,SAINT-ETIENNE,42
9639,218,SAINT-ETIENNE,42
9640,218,SAINT-ETIENNE,42
9641,218,SAINT-ETIENNE,42
9642,218,SAINT-ETIENNE,42
9643,218,SAINT-ETIENNE,42
9644,218,SAINT-ETIENNE,42
9645,218,SAINT-ETIENNE,42
9646,218,SAINT-ETIENNE,42
9647,218,SAINT-ETIENNE,42
9648,218,SAINT-ETIENNE,42
9649,218,SAINT-ETIENNE,42
9650,218,SAINT-ETIENNE,42
9651,218,SAINT-ETIENNE,42
9652,218,SAINT-ETIENNE,42
9653,218,SAINT-ETIENNE,42
9654,218,SAINT-ETIENNE,42
9655,218,SAINT-ETIENNE,42
9656,218,SAINT-ETIENNE,42
9657,218,SAINT-ETIENNE,42
9658,218,SAINT-ETIENNE,42
9659,218,SAINT-ETIENNE,42
9660,218,SAINT-ETIENNE,42
9661,218,SAINT-ETIENNE,42
9662,218,SAINT-ETIENNE,42
9663,218,SAINT-ETIENNE,42
9664,218,SAINT-ETIENNE,42
9665,218,SAINT-ETIENNE,42
9666,225,GENILAC,42
9667,95,FIRMINY,42
9668,271,SAINT-PAUL-EN-JAREZ,42
9669,207,SAINT-CHAMOND,42
9670,183,LA RICAMARIE,42
9671,183,LA RICAMARIE,42
9672,189,ROCHE-LA-MOLIERE,42
9673,207,SAINT-CHAMOND,42
9674,207,SAINT-CHAMOND,42
9675,207,SAINT-CHAMOND,42
9676,207,SAINT-CHAMOND,42
9677,103,LA GRAND-CROIX,42
9678,207,SAINT-CHAMOND,42
9679,207,SAINT-CHAMOND,42
9680,242,SAINT-JOSEPH,42
9681,95,FIRMINY,42
9682,275,SAINT-PRIEST-EN-JAREZ,42
9683,275,SAINT-PRIEST-EN-JAREZ,42
9684,168,PELUSSIN,42
9685,97,LA FOUILLOUSE,42
9686,92,L ETRAT,42
9687,330,VILLARS,42
9688,95,FIRMINY,42
9689,207,SAINT-CHAMOND,42
9690,123,LORETTE,42
9691,44,LE CHAMBON-FEUGEROLLES,42
9692,189,ROCHE-LA-MOLIERE,42
9693,99,FRAISSES,42
9694,44,LE CHAMBON-FEUGEROLLES,42
9695,302,SORBIERS,42
9696,207,SAINT-CHAMOND,42
9697,189,ROCHE-LA-MOLIERE,42
9698,302,SORBIERS,42
9699,207,SAINT-CHAMOND,42
9700,95,FIRMINY,42
9701,123,LORETTE,42
9702,271,SAINT-PAUL-EN-JAREZ,42
9703,103,LA GRAND-CROIX,42
9704,207,SAINT-CHAMOND,42
9705,44,LE CHAMBON-FEUGEROLLES,42
9706,189,ROCHE-LA-MOLIERE,42
9707,330,VILLARS,42
9708,189,ROCHE-LA-MOLIERE,42
9709,207,SAINT-CHAMOND,42
9710,56,CHAVANAY,42
9711,44,LE CHAMBON-FEUGEROLLES,42
9712,186,RIVE-DE-GIER,42
9713,93,FARNAY,42
9714,207,SAINT-CHAMOND,42
9715,207,SAINT-CHAMOND,42
9716,95,FIRMINY,42
9717,270,SAINT-PAUL-EN-CORNILLON,42
9718,207,SAINT-CHAMOND,42
9719,189,ROCHE-LA-MOLIERE,42
9720,183,LA RICAMARIE,42
9721,44,LE CHAMBON-FEUGEROLLES,42
9722,189,ROCHE-LA-MOLIERE,42
9723,189,ROCHE-LA-MOLIERE,42
9724,183,LA RICAMARIE,42
9725,207,SAINT-CHAMOND,42
9726,275,SAINT-PRIEST-EN-JAREZ,42
9727,316,UNIEUX,42
9728,110,L HORME,42
9729,275,SAINT-PRIEST-EN-JAREZ,42
9730,189,ROCHE-LA-MOLIERE,42
9731,275,SAINT-PRIEST-EN-JAREZ,42
9732,207,SAINT-CHAMOND,42
9733,168,PELUSSIN,42
9734,207,SAINT-CHAMOND,42
9735,207,SAINT-CHAMOND,42
9736,207,SAINT-CHAMOND,42
9737,207,SAINT-CHAMOND,42
9738,97,LA FOUILLOUSE,42
9739,186,RIVE-DE-GIER,42
9740,207,SAINT-CHAMOND,42
9741,207,SAINT-CHAMOND,42
9742,168,PELUSSIN,42
9743,189,ROCHE-LA-MOLIERE,42
9744,99,FRAISSES,42
9745,95,FIRMINY,42
9746,95,FIRMINY,42
9747,299,SAVIGNEUX,42
9748,256,SAINT-MARCELLIN-EN-FOREZ,42
9749,5,ANDREZIEUX-BOUTHEON,42
9750,5,ANDREZIEUX-BOUTHEON,42
9751,5,ANDREZIEUX-BOUTHEON,42
9752,59,CHAZELLES SUR LYON,42
9753,59,CHAZELLES SUR LYON,42
9754,19,BOEN-SUR-LIGNON,42
9755,147,MONTBRISON,42
9756,5,ANDREZIEUX-BOUTHEON,42
9757,19,BOEN-SUR-LIGNON,42
9758,147,MONTBRISON,42
9759,5,ANDREZIEUX-BOUTHEON,42
9760,323,VEAUCHE,42
9761,147,MONTBRISON,42
9762,149,MONTROND-LES-BAINS,42
9763,279,SAINT-JUST-SAINT-RAMBERT,42
9764,149,MONTROND-LES-BAINS,42
9765,222,SAINT-GALMIER,42
9766,147,MONTBRISON,42
9767,5,ANDREZIEUX-BOUTHEON,42
9768,94,FEURS,42
9769,299,SAVIGNEUX,42
9770,279,SAINT-JUST-SAINT-RAMBERT,42
9771,285,SAINT-ROMAIN-LE-PUY,42
9772,59,CHAZELLES SUR LYON,42
9773,147,MONTBRISON,42
9774,147,MONTBRISON,42
9775,279,SAINT-JUST-SAINT-RAMBERT,42
9776,204,SAINT-BONNET-LE-CHATEAU,42
9777,5,ANDREZIEUX-BOUTHEON,42
9778,5,ANDREZIEUX-BOUTHEON,42
9779,94,FEURS,42
9780,147,MONTBRISON,42
9781,301,SOLEYMIEUX,42
9782,5,ANDREZIEUX-BOUTHEON,42
9783,5,ANDREZIEUX-BOUTHEON,42
9784,5,ANDREZIEUX-BOUTHEON,42
9785,147,MONTBRISON,42
9786,59,CHAZELLES SUR LYON,42
9787,59,CHAZELLES SUR LYON,42
9788,323,VEAUCHE,42
9789,147,MONTBRISON,42
9790,323,VEAUCHE,42
9791,147,MONTBRISON,42
9792,147,MONTBRISON,42
9793,5,ANDREZIEUX-BOUTHEON,42
9794,147,MONTBRISON,42
9795,59,CHAZELLES SUR LYON,42
9796,39,CHALMAZEL-JEANSAGNIERE,42
9797,180,PRECIEUX,42
9798,147,MONTBRISON,42
9799,279,SAINT-JUST-SAINT-RAMBERT,42
9800,5,ANDREZIEUX-BOUTHEON,42
9801,94,FEURS,42
9802,147,MONTBRISON,42
9803,279,SAINT-JUST-SAINT-RAMBERT,42
9804,187,ROANNE,42
9805,52,CHARLIEU,42
9806,187,ROANNE,42
9807,332,VILLEREST,42
